"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-01-30",,,"0.00","0.0","3.0",,"29","6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-01-31",,,"0.00","0.0","3.0",,"34","6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-01",,,"0.00","0.0","3.0",,"41","18"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-02",,,"0.00","0.0","3.0",,"37","28"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-03",,,"0.00","0.0","3.0",,"35","14"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-04",,,"0.00","0.0","3.0",,"42","23"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-05",,,"0.00","0.0","3.0",,"35","22"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-06",,,"0.12","2.0","5.0",,"32","13"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-07",,,"0.37","1.0","5.0",,"26","20"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-08",,,"0.50","1.0","6.0",,"26","11"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-09",,,"0.00","0.0","6.0",,"19","-15"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-10",,,"0.35","4.0","10.0",,"26","7"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-11",,,"0.03","0.2","10.0",,"35","12"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-12",,,"0.01","0.0","10.0",,"36","21"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-14",,,"0.03","0.5","10.0",,"35","0"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-15",,,"0.00","0.0","10.0",,"14","-22"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-16",,,"0.02","0.5","10.0",,"27","6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-17",,,"0.00","0.0","9.0",,"34","5"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-18",,,"0.00","0.0","9.0",,"34","-5"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-19",,,"0.46","4.5","14.0",,"35","15"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-20",,,"0.00","0.0","13.0",,"35","-6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-21",,,"0.00","0.0","13.0",,"21","-22"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-22",,,"0.00","0.0","12.0",,"33","-2"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-23",,,"0.00","0.0","11.0",,"41","6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-24",,,"0.00","0.0","11.0",,"46","11"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-25",,,"0.00","0.0","10.0",,"52","29"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-26",,,"0.00","0.0","9.0",,"48","31"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-27",,,"0.25","0.3","8.0",,"45","33"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-28",,,"0.42","1.0","9.0",,"37","22"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-02-29",,,"0.00","0.0","8.0",,"34","6"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-01",,,"0.00","0.0","8.0",,"34","3"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-02",,,"0.00","0.0","8.0",,"32","2"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-03",,,"0.15","0.0","8.0",,"44","16"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-04",,,"0.25","0.0","7.0",,"55","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-05",,,"0.00","0.0","7.0",,"44","31"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-06",,,"0.00","0.0","7.0",,"46","21"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-07",,,"0.00","0.0","6.0",,"38","19"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-08",,,"0.00","0.0","5.0",,"41","18"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-09",,,"0.00","0.0","5.0",,"48","27"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-10",,,"0.00","0.0","5.0",,"54","30"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-11",,,"0.02","0.0","4.0",,"44","33"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-12",,,"0.00","0.0","4.0",,"43","23"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-13",,,"0.06","0.0","4.0",,"35","25"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-14",,,"0.73","0.0","3.0",,"42","32"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-15",,,"0.00","0.0","3.0",,"45","21"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-16",,,"0.00","0.0","3.0",,"36","10"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-17",,,"0.00","0.0","3.0",,"35","11"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-18",,,"0.16","0.1","3.0",,"36","25"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-19",,,"0.00","0.0","3.0",,"43","28"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-20",,,"0.00","0.0","2.0",,"42","33"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-21",,,"0.11","0.0","0.0",,"49","29"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-22",,,"0.00","0.0","0.0",,"39","14"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-23",,,"0.00","0.0","0.0",,"35","9"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-24",,,"0.77","8.0","8.0",,"39","15"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-25",,,"0.00","0.0","3.0",,"46","17"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-26",,,"0.00","0.0","1.0",,"48","24"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-27",,,"0.00","0.0","0.0",,"52","30"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-28",,,"0.00","0.0","0.0",,"48","24"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-29",,,"0.00","0.0","0.0",,"54","32"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-30",,,"0.65","2.0","2.0",,"50","32"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-03-31",,,"0.10","0.0","2.0",,"36","26"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-01",,,"0.03","0.0","0.0",,"44","31"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-02",,,"0.22","0.0","0.0",,"44","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-03",,,"0.13","0.0","0.0",,"50","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-04",,,"0.00","0.0","0.0",,"49","34"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-05",,,"0.00","0.0","0.0",,"55","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-06",,,"0.00","0.0","0.0",,"54","33"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-07",,,"0.00","0.0","0.0",,"56","25"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-08",,,"0.00","0.0","0.0",,"54","23"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-09",,,"0.00","0.0","0.0",,"53","28"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-10",,,"1.16","10.3","10.0",,"43","33"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-11",,,"0.00","0.0","4.0",,"45","26"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-12",,,"0.00","0.0","4.0",,"45","26"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-13",,,"0.17","0.0","0.0",,"53","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-14",,,"1.67","0.0","0.0",,"55","40"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-15",,,"0.00","0.0","0.0",,"54","30"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-16",,,"0.00","0.0","0.0",,"49","24"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-17",,,"0.00","0.0","0.0",,"45","28"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-18",,,"0.00","0.0","0.0",,"45","23"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-19",,,"0.00","0.0","0.0",,"51","25"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-20",,,"0.00","0.0","0.0",,"60","38"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-21",,,"0.00","0.0","0.0",,"49","20"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-22",,,"0.72","1.0","1.0",,"52","28"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-23",,,"0.00","0.0","0.0",,"34","25"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-24",,,"0.00","0.0","0.0",,"49","22"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-25",,,"0.00","0.0","0.0",,"59","27"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-26",,,"0.00","0.0","0.0",,"64","29"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-27",,,"0.62","0.0","0.0",,"64","29"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-28",,,"0.03","0.0","0.0",,"46","35"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-29",,,"0.00","0.0","0.0",,"55","29"
"USC00171628","CORINNA, ME US","44.9197","-69.2416","90.5","2020-04-30",,,"0.00","0.0","0.0",,"63","37"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-01",,,"0.25","0.0",,,"33","26"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-02",,,"0.00","0.0",,,"36","27"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-03",,,"0.00","0.0",,,"36","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-04",,,"0.00","0.0",,,"40","31"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-05",,,"0.12","0.0",,,"39","32"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-06",,,"0.00","0.0",,,"32","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-07",,,"0.05","0.5",,,"27","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-08",,,"0.01","0.1",,,"32","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-09",,,"0.02","0.0",,,"30","15"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-10",,,"0.00","0.0",,,"27","12"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-11",,,"0.04","0.0",,,"41","27"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-12",,,"0.22","0.0",,,"53","37"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-13",,,"0.24","0.0",,,"39","16"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-14",,,"0.00","0.0",,,"29","17"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-15",,,"0.13","1.5",,,"32","25"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-16",,,"0.06","0.4",,,"39","26"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-17",,,"0.42","5.5",,,"31","5"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-18",,,"0.00","0.0",,,"12","-2"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-19",,,"0.50","3.5",,,"33","-2"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-20",,,"0.00","0.0",,,"30","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-21",,,"0.00","0.0",,,"22","-3"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-22",,,"0.00","0.0",,,"20","1"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-23",,,"0.00","0.0",,,"34","14"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-24",,,"0.00","0.0",,,"41","24"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-25",,,"0.00","0.0",,,"39","32"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-26",,,"2.14","0.0",,,"43","34"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-27",,,"0.01","0.0",,,"44","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-28",,,"0.00","0.0",,,"42","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-29",,,"0.00","0.0",,,"33","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-30",,,"0.00","0.0",,,"31","11"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-01-31",,,"0.00","0.0",,,"30","12"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-01",,,"0.00","0.0",,,"39","22"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-02",,,"0.00","0.0",,,"37","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-03",,,"0.00","0.0",,,"36","21"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-04",,,"0.00","0.0",,,"42","25"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-05",,,"0.00","0.0",,,"34","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-06",,,"0.11","1.0",,,"32","22"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-07",,,"0.30","0.0",,,"31","22"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-08",,,"0.35","0.0",,,"33","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-09",,,"0.00","0.0",,,"24","-1"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-10",,,"0.22","0.0",,,"36","0"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-11",,,"0.29","0.0",,,"37","28"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-12",,,"0.06","0.0",,,"36","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-13",,,"0.11","0.3",,,"38","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-14",,,"0.19","1.0",,,"34","11"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-15",,,"0.00","0.0",,,"14","-5"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-16",,,"0.05","0.5",,,"26","-5"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-17",,,"0.00","0.0",,,"39","19"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-18",,,"0.00","0.0",,,"37","12"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-19",,,"0.59","0.0",,,"34","15"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-20",,,"0.00","0.0",,,"38","4"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-21",,,"0.00","0.0",,,"23","-5"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-22",,,"0.00","0.0",,,"25","-3"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-23",,,"0.00","0.0",,,"40","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-24",,,"0.00","0.0",,,"45","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-25",,,"0.00","0.0",,,"50","26"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-26",,,"0.00","0.0",,,"49","35"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-27",,,"0.05","0.0",,,"47","36"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-28",,,"1.74","0.0",,,"41","25"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-02-29",,,"0.00","0.0",,,"34","21"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-01",,,"0.00","0.0","0.0",,"33","11"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-02",,,"0.00","0.0","0.0",,"30","13"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-03",,,"0.01","0.0","0.0",,"42","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-04",,,"0.27","0.0","0.0",,"55","36"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-05",,,"0.00","0.0","0.0",,"47","32"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-06",,,"0.00","0.0","0.0",,"46","27"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-07",,,"0.00","0.0","0.0",,"38","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-08",,,"0.00","0.0","0.0",,"37","20"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-09",,,"0.00","0.0","0.0",,"47","25"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-10",,,"0.00","0.0","0.0",,"60","32"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-11",,,"0.01","0.0","0.0",,"43","34"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-12",,,"0.00","0.0","0.0",,"45","26"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-13",,,"0.01","0.0","0.0",,"39","26"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-14",,,"1.37","0.0","0.0",,"48","33"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-15",,,"0.00","0.0","0.0",,"47","25"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-16",,,"0.00","0.0","0.0",,"36","15"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-17",,,"0.00","0.0","0.0",,"31","15"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-18",,,"0.23","0.0","0.0",,"38","28"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-19",,,"0.00","0.0","0.0",,"45","28"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-20",,,"0.32","0.0","0.0",,"42","35"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-21",,,"0.09","0.0","0.0",,"51","33"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-22",,,"0.00","0.0","0.0",,"40","16"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-23",,,"0.00","0.0","0.0",,"34","18"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-24",,,"0.88","5.0","5.0",,"35","27"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-25",,,"0.00","0.0","2.0",,"44","29"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-26",,,"0.00","0.0","0.0",,"41","32"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-27",,,"0.00","0.0","0.0",,"51","33"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-28",,,"0.00","0.0","0.0",,"49","27"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-29",,,"0.00","0.0","0.0",,"52","37"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-30",,,"0.79","0.0","0.0",,"47","33"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-03-31",,,"0.20","0.0","0.0",,"35","28"
"USC00179593","WEST ROCKPORT 1 NNW, ME US","44.19236","-69.14678","110.0","2020-04-01",,,"0.00","0.0","0.0",,"41","28"
