"DATE","SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE","DELTA_DEPTH","DELTA_DENSITY","DELTA_WATER","NAO_VALUE"
"1980-01-28",1027,"ERROL/ERROL DAM (UWP)",NA,12,1.8,0.15,44.7868,-71.13144,12,0.15,1.8,-1.053
"1980-01-28",1064,"MACHIAS LAKE",NA,9,2.2,0.24,46.681108,-68.750717,NA,NA,NA,-1.053
"1980-01-29",1021,"WASHBURN",NA,7,0.5,0.07,46.775709,-68.150841,1,-0.28,-1.6,-0.904
"1980-01-30",1022,"FORT KENT",NA,15,1.1,0.07,47.236798,-68.581322,-2,-0.28,-4.9,-0.736
"1980-01-30",1038,"ALLAGASH",NA,15,1.3,0.09,47.07559,-69.070892,-5,-0.25,-5.5,-0.736
"1980-01-31",1089,"PORTAGE",NA,8,0.7,0.09,46.764939,-68.473106,8,0.09,0.7,-0.575
"1980-01-31",1398,"HEDGEHOG MOUNTAIN/CHAPMAN A (MPSC)",NA,6.6,1.4,0.21,46.62001,-68.199997,1.8,-0.14,-0.3,-0.575
"1980-01-31",1090,"WINTERVILLE",NA,13,1.1,0.09,46.897453,-68.516449,-1,-0.3,-4.3,-0.575
"1980-01-31",1396,"CHASE CAMPS/POMKEAG (F) (MPSC)",NA,4,0.7,0.17,46.380009,-68.699997,1.3,-0.13,-0.1,-0.575
"1980-01-31",1336,"SQUA PAN (D) (MPSC)",NA,5.3,1.3,0.24,46.549984,-68.320219,2,-0.12,0.1,-0.575
"1980-01-31",1438,"MILLINOCKET (H) (MPSC)",NA,3.6,0.8,0.22,42.952513,-66.680008,1.5,-0.35,-0.4,-0.575
"1980-01-31",1437,"MILLINOCKET (G) (MPSC)",NA,3.3,0.8,0.24,42.952513,-66.680008,1.5,-0.15,0.1,-0.575
"1980-01-31",1055,"ASHLAND AT PINKHAM MILL",NA,9,0.7,0.08,46.712761,-68.458412,NA,NA,NA,-0.575
"1980-01-31",1399,"HEDGEHOG MOUNTAIN/CHAPMAN B (MPSC)",NA,6.1,1.6,0.26,46.620008,-68.18,1.3,-0.03,0.2,-0.575
"1980-01-31",1397,"SALMON POOL (E) (MPSC)",NA,4.8,0.9,0.19,46.420009,-68.620003,2.8,-0.26,0,-0.575
"1980-01-31",1080,"KNOWLES CORNER",NA,5,0.4,0.08,46.364778,-68.349457,-30,-0.17,-8.4,-0.575
"1980-01-31",1335,"SQUA PAN (C) (MPSC)",NA,6.1,1.9,0.31,46.549984,-68.320219,1.2,-0.04,0.2,-0.575
"1980-02-01",1030,"MIDDLE DAM (UWP)",NA,2,0.3,0.15,44.778711,-70.923104,2,0.15,0.3,-0.478
"1980-02-01",1027,"ERROL/ERROL DAM (UWP)",NA,3,0.3,0.1,44.7868,-71.13144,-9,-0.05,-1.5,-0.478
"1980-02-01",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,4,0.3,0.07,44.945659,-70.997712,4,0.07,0.3,-0.478
"1980-02-01",1031,"UPPER DAM (UWP)",NA,3,0.3,0.1,44.883761,-70.862954,3,0.1,0.3,-0.478
"1980-02-11",1267,"DICKEY-LINCOLN",NA,13,2,0.15,47.156661,-68.932991,-2,-0.02,-0.5,-0.606
"1980-02-15",1223,"DEDHAM (BH)",NA,0,0,0,44.640618,-68.555763,0,0,0,0.097
"1980-02-15",1030,"MIDDLE DAM (UWP)",NA,3,0.2,0.07,44.778711,-70.923104,1,-0.08,-0.1,0.097
"1980-02-15",1285,"WEST ENFIELD (BH)",NA,0,0,0,45.251102,-68.642609,-7.2,-0.48,-3.48,0.097
"1980-02-15",1336,"SQUA PAN (D) (MPSC)",NA,6.6,1.8,0.27,46.549984,-68.320219,1.3,0.03,0.5,0.097
"1980-02-15",1335,"SQUA PAN (C) (MPSC)",NA,5.9,1.3,0.22,46.549984,-68.320219,-0.199999999999999,-0.09,-0.6,0.097
"1980-02-15",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,8,0.5,0.06,44.945659,-70.997712,4,-0.01,0.2,0.097
"1980-02-15",1438,"MILLINOCKET (H) (MPSC)",NA,4.2,1,0.24,42.952513,-66.680008,0.6,0.02,0.2,0.097
"1980-02-15",1027,"ERROL/ERROL DAM (UWP)",NA,5,0.4,0.08,44.7868,-71.13144,2,-0.02,0.1,0.097
"1980-02-15",1196,"SEBEC (BH)",NA,0,0,0,45.241678,-69.106751,-15.9,-0.41,-6.6,0.097
"1980-02-15",1224,"WEST SEBOEIS/LONG A (BH)",NA,0,0,0,45.516348,-68.921631,-17,-0.37,-6.27,0.097
"1980-02-15",1017,"MEDWAY (BH)",NA,0,0,0,45.609351,-68.545196,-7.2,-0.48,-3.48,0.097
"1980-02-15",1031,"UPPER DAM (UWP)",NA,5,0.3,0.06,44.883761,-70.862954,2,-0.04,0,0.097
"1980-02-15",1018,"AMHERST (BH)",NA,0,0,0,44.830908,-68.448707,-8.4,-0.37,-3.12,0.097
"1980-02-15",1197,"TELOS (BH)",NA,0,0,0,46.14337,-69.124108,-25.2,-0.26,-6.53,0.097
"1980-02-15",1399,"HEDGEHOG MOUNTAIN/CHAPMAN B (MPSC)",NA,6.8,2.1,0.31,46.620008,-68.18,0.7,0.05,0.5,0.097
"1980-02-15",1398,"HEDGEHOG MOUNTAIN/CHAPMAN A (MPSC)",NA,7.7,1.7,0.22,46.62001,-68.199997,1.1,0.01,0.3,0.097
"1980-02-15",1396,"CHASE CAMPS/POMKEAG (F) (MPSC)",NA,3.8,0.6,0.16,46.380009,-68.699997,-0.2,-0.01,-0.1,0.097
"1980-02-15",1437,"MILLINOCKET (G) (MPSC)",NA,3.7,0.8,0.22,42.952513,-66.680008,0.4,-0.02,0,0.097
"1980-02-15",1397,"SALMON POOL (E) (MPSC)",NA,5.1,1.6,0.31,46.420009,-68.620003,0.3,0.12,0.7,0.097
"1980-02-25",1064,"MACHIAS LAKE",NA,12,2.6,0.22,46.681108,-68.750717,3,-0.02,0.4,1.108
"1980-02-25",1122,"NINEMILE (B)",NA,12,0,0,46.69798,-69.715157,-19,-0.27,-8.3,1.108
"1980-02-25",1178,"DAAQUAM (QUEBEC)",NA,19,3.6,0.19,46.600007,-70.080002,6,-0.06,0.4,1.108
"1980-02-25",1297,"MUSQUACOOK",NA,13,2.2,0.17,46.605428,-69.136872,NA,NA,NA,1.108
"1980-02-26",1021,"WASHBURN",NA,13,0.7,0.05,46.775709,-68.150841,6,-0.02,0.2,0.842
"1980-02-26",1266,"SEVEN ISLANDS (CHARLIE POND)",NA,21,4.1,0.2,46.914431,-69.709534,4,-0.04,0,0.842
"1980-02-27",1260,"NORTH HAMMOND BROOK (UWP)",NA,17,3.4,0.2,45.037007,-71.042672,-21,-0.02,-5,0.687
"1980-02-27",1248,"HEIGHT OF LAND; RT. 17 (UWP)",NA,11,1.9,0.17,44.838837,-70.708329,-37,-0.15,-13.2,0.687
"1980-02-27",1067,"PLEASANT RIVER (UWP 3-13)",NA,5,0.8,0.16,44.354181,-70.85833,-22,-0.18,-8.4,0.687
"1980-02-27",1235,"WILD RIVER (UWP)",NA,5,0.6,0.12,44.341681,-71.016671,-25,-0.24,-10.1,0.687
"1980-02-27",1053,"GORHAM; NH",NA,4,0.6,0.15,44.385017,-71.139329,-22,-0.2,-8.5,0.687
"1980-02-27",1239,"GRAFTON NOTCH (UWP)",NA,8,0.8,0.1,44.591811,-70.947594,-35,-0.22,-12.8,0.687
"1980-02-27",1253,"1-1/2 MI EAST OF RICHARDSON PD (UWP)",NA,12,2,0.17,44.944511,-70.895829,-27,-0.13,-9.7,0.687
"1980-02-27",1252,"DIXVILLE NOTCH: HEIGHT OF LAND (UWP)",NA,15,2.7,0.18,44.86309,-71.298867,-26,-0.12,-9.5,0.687
"1980-02-27",1299,"PONTOOK DAM/PONTOCOOK DA",NA,8,0.8,0.1,44.633769,-71.253533,-28,-0.19,-9.5,0.687
"1980-02-27",1257,"NORTH OF BEAVER BROOK (UWP)",NA,12,2.2,0.18,44.984169,-70.959832,-30,-0.12,-10.5,0.687
"1980-02-27",1229,"CANTON (UWP)",NA,6,0.7,0.12,44.439821,-70.310349,-22,-0.24,-9.5,0.687
"1980-02-27",1231,"ROXBURY NOTCH (UWP)",NA,7,0.7,0.1,44.62633,-70.640588,-25,-0.23,-9.8,0.687
"1980-02-27",1249,"3 MILES/SOUTH OQUOSSOC (UWP)",NA,9,1.4,0.16,44.911179,-70.741669,-25,-0.11,-7.7,0.687
"1980-02-27",1004,"GRINDSTONE",NA,7,0,0,45.729618,-68.587021,-13,-0.3,-6,0.687
"1980-02-27",1029,"DIAMONDS (UWP)",NA,10,1.5,0.15,42.952513,-66.680008,-25,-0.14,-8.6,0.687
"1980-02-27",1076,"DEAD RIVER",NA,6,0.6,0.1,45.232017,-70.190888,-20,-0.25,-8.4,0.687
"1980-02-27",1242,"WEST RICHARDSON POND (KWP)",NA,14,2.2,0.16,44.916709,-70.922201,-28,-0.11,-9.3,0.687
"1980-02-27",1256,"BARNEY BROOK (UWP)",NA,14,2.6,0.19,44.979511,-70.958505,-24,-0.08,-7.6,0.687
"1980-02-27",1246,"STRATTON (KWP)",NA,11,1.9,0.17,45.114421,-70.383164,-17.4,-0.18,-8.01,0.687
"1980-02-27",1261,"BIG BROOK (UWP)",NA,17,3.7,0.22,45.062177,-71.021165,-23,-0.09,-8.7,0.687
"1980-02-27",1171,"UPTON (UWP)",NA,10,0.9,0.09,44.678858,-70.986924,-28,-0.21,-10.4,0.687
"1980-02-27",1477,"6 MILES/SOUTH OQUOSSOC (UWP)",NA,11,1.9,0.17,44.87784,-70.712502,-35,-0.13,-11.7,0.687
"1980-02-27",1233,"NORTH RUMFORD (UWP)",NA,7,0.9,0.13,44.545837,-70.683327,-25,-0.2,-9.6,0.687
"1980-02-27",1169,"NEWRY (SCREW AUGER FALLS)",NA,5,0.8,0.16,44.570139,-70.906388,-28,-0.21,-11.3,0.687
"1980-02-27",1228,"BRETTUNS MILLS (UWP)",NA,7,0.8,0.11,44.383081,-70.254159,-18,-0.27,-8.8,0.687
"1980-02-27",1378,"LONG POND (ANDROSCOGGIN) (UWP)",NA,11,1.8,0.16,44.891637,-70.597817,NA,NA,NA,0.687
"1980-02-27",1133,"WELD-PHILLIPS",NA,7,1,0.14,44.764319,-70.444001,-30,-0.2,-11.4,0.687
"1980-02-27",1236,"GILEAD (UWP)",NA,5,0.7,0.14,44.391681,-70.987504,-22,-0.2,-8.4,0.687
"1980-02-27",1259,"LITTLE ABBOT BROOK (UWP)",NA,22,4.1,0.19,44.975006,-71.053498,-19,-0.13,-9,0.687
"1980-02-27",1263,"WHEELER BROOK (UWP)",NA,16,3.5,0.22,45.114259,-71.023001,-23,-0.08,-8.4,0.687
"1980-02-27",1474,"PINKHAM NOTCH - 1/2 WAY (UWP)",NA,6,0.8,0.13,44.30834,-71.224999,-31,-0.19,-11.2,0.687
"1980-02-27",1232,"ANDOVER (UWP)",NA,7,1,0.14,44.638788,-70.741593,-26,-0.18,-9.5,0.687
"1980-02-27",1258,"ALDRICH BROOK (UWP)",NA,14,2.3,0.16,45.007839,-70.945664,-26,-0.17,-10.9,0.687
"1980-02-27",1254,"BROWN OWL (UWP)",NA,10,1.6,0.16,44.829661,-71.080148,-22,-0.11,-6.9,0.687
"1980-02-27",1238,"RANDOLPH (UWP)",NA,8,1.1,0.14,44.375008,-71.426667,-24,-0.16,-8.6,0.687
"1980-02-27",1241,"MILL MOUNTAIN (UWP)",NA,8,0.8,0.1,44.73884,-71.1055,-24,-0.17,-7.9,0.687
"1980-02-27",1255,"NO NAME BROOK (UWP)",NA,16,3.1,0.19,44.932839,-70.959832,-26,-0.1,-9,0.687
"1980-02-27",1244,"OTTER BROOK (UWP)",NA,15,2.9,0.19,44.995078,-70.864213,-19,-0.1,-6.9,0.687
"1980-02-27",1030,"MIDDLE DAM (UWP)",NA,7,1.3,0.19,44.778711,-70.923104,4,0.12,1.1,0.687
"1980-02-27",1044,"PINKHAM NOTCH (UWP)",NA,8,1.2,0.15,44.245329,-71.256143,-36,-0.19,-13.6,0.687
"1980-02-27",1247,"HOUGHTON (UWP)",NA,7,1.1,0.16,44.835792,-70.707574,-26,-0.17,-9.9,0.687
"1980-02-27",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,12,2,0.17,44.945659,-70.997712,4,0.11,1.5,0.687
"1980-02-27",1038,"ALLAGASH",NA,19,1.4,0.07,47.07559,-69.070892,4,-0.02,0.0999999999999999,0.687
"1980-02-27",1262,"HAMMEL BROOK (UWP)",NA,17,3.3,0.19,45.08625,-71.002001,-24,-0.09,-8.4,0.687
"1980-02-27",1151,"DIXFIELD",1546,6,0.9,0.15,44.587278,-70.354622,-23,-0.16,-8.2,0.687
"1980-02-27",1251,"ROUTE 16; BOG BROOK (UWP)",NA,8,0.7,0.09,44.669441,-71.182641,-24,-0.2,-8.6,0.687
"1980-02-27",1475,"DIXVILLE NOTCH - 1/2 WAY (UWP)",NA,14,2.7,0.19,44.85834,-71.287499,-33,-0.13,-12.1,0.687
"1980-02-27",1237,"U.S. ROUTE 2 VETRANS CLUB (UWP)",NA,8,1,0.13,44.358341,-71.344498,-29,-0.19,-10.9,0.687
"1980-02-27",1264,"LITTLE MAGALLOWAY RIVER (UWP)",NA,16,4.5,0.28,45.133299,-71.023827,-26,0.03,-6.1,0.687
"1980-02-27",1243,"DEER MOUTAIN (UWP)",NA,13,2.2,0.17,44.979181,-70.86667,-24,-0.14,-9.4,0.687
"1980-02-27",1027,"ERROL/ERROL DAM (UWP)",NA,10,1.4,0.14,44.7868,-71.13144,5,0.06,1,0.687
"1980-02-27",1240,"SUNDAY RIVER (UWP)",NA,7,0.9,0.13,44.49584,-70.85833,-15,-0.23,-7,0.687
"1980-02-27",1230,"FRYE (UWP)",NA,5,0.9,0.18,44.620329,-70.576394,-23,-0.16,-8.5,0.687
"1980-02-27",1031,"UPPER DAM (UWP)",NA,10,1.4,0.14,44.883761,-70.862954,5,0.08,1.1,0.687
"1980-02-27",1245,"DODGE POND (UWP)",NA,11,1.9,0.17,44.970753,-70.699967,-27,-0.1,-8.2,0.687
"1980-02-28",1223,"DEDHAM (BH)",NA,10.11,1.4,0.14,44.640618,-68.555763,10.11,0.14,1.4,0.568
"1980-02-28",1022,"FORT KENT",NA,18.7,1.3,0.07,47.236798,-68.581322,3.7,0,0.2,0.568
"1980-02-28",1018,"AMHERST (BH)",NA,11.13,1.4,0.13,44.830908,-68.448707,11.13,0.13,1.4,0.568
"1980-02-28",1080,"KNOWLES CORNER",NA,11,0.8,0.07,46.364778,-68.349457,6,-0.01,0.4,0.568
"1980-02-28",1089,"PORTAGE",NA,12,1,0.08,46.764939,-68.473106,4,-0.01,0.3,0.568
"1980-02-28",1061,"GUERETTE",NA,19,1.2,0.06,47.083819,-68.231537,5,-0.23,-2.8,0.568
"1980-02-28",1285,"WEST ENFIELD (BH)",NA,7.88,1.2,0.15,45.251102,-68.642609,7.88,0.15,1.2,0.568
"1980-02-28",1090,"WINTERVILLE",NA,21,1.7,0.08,46.897453,-68.516449,8,-0.01,0.6,0.568
"1980-02-28",1224,"WEST SEBOEIS/LONG A (BH)",NA,9.8,1.2,0.12,45.516348,-68.921631,9.8,0.12,1.2,0.568
"1980-02-28",1017,"MEDWAY (BH)",NA,8.63,1.2,0.14,45.609351,-68.545196,8.63,0.14,1.2,0.568
"1980-02-28",1055,"ASHLAND AT PINKHAM MILL",NA,13,10,0.77,46.712761,-68.458412,4,0.69,9.3,0.568
"1980-02-28",1197,"TELOS (BH)",NA,9.3,0.61,0.07,46.14337,-69.124108,9.3,0.07,0.61,0.568
"1980-02-29",1398,"HEDGEHOG MOUNTAIN/CHAPMAN A (MPSC)",NA,13.8,2.8,0.2,46.62001,-68.199997,6.1,-0.02,1.1,0.478
"1980-02-29",1438,"MILLINOCKET (H) (MPSC)",NA,7.6,1.9,0.25,42.952513,-66.680008,3.4,0.01,0.9,0.478
"1980-02-29",1437,"MILLINOCKET (G) (MPSC)",NA,7.9,2.2,0.28,42.952513,-66.680008,4.2,0.06,1.4,0.478
"1980-02-29",1397,"SALMON POOL (E) (MPSC)",NA,9.3,2.7,0.29,46.420009,-68.620003,4.2,-0.02,1.1,0.478
"1980-02-29",1396,"CHASE CAMPS/POMKEAG (F) (MPSC)",NA,7.7,2,0.26,46.380009,-68.699997,3.9,0.1,1.4,0.478
"1980-02-29",1336,"SQUA PAN (D) (MPSC)",NA,11,2.4,0.22,46.549984,-68.320219,4.4,-0.05,0.6,0.478
"1980-02-29",1335,"SQUA PAN (C) (MPSC)",NA,14.3,3.4,0.24,46.549984,-68.320219,8.4,0.02,2.1,0.478
"1980-02-29",1399,"HEDGEHOG MOUNTAIN/CHAPMAN B (MPSC)",NA,14.5,3.4,0.23,46.620008,-68.18,7.7,-0.08,1.3,0.478
"1980-03-02",1280,"RAGGED LAKE (GNP)",NA,8.5,2,0.23,45.844467,-69.3927,-15.5,-0.23,-9,0.416
"1980-03-02",1275,"CAUCOMGOMOC LAKE (GNP)",NA,14,3.5,0.25,46.207042,-69.623543,-8,-0.11,-4.5,0.416
"1980-03-02",1273,"SOURDNAHUNK LAKE (GNP)",NA,9.5,2,0.21,46.031769,-69.08239,-12.5,-0.15,-6,0.416
"1980-03-02",1270,"MILLINOCKET LAKE (GNP)",NA,8,1.5,0.19,45.712209,-68.82373,-5,-0.23,-4,0.416
"1980-03-02",1284,"UMBAZOOKSUS LAKE (GNP)",NA,9,2,0.22,46.16007,-69.375427,-10,-0.2,-6,0.416
"1980-03-02",1278,"JONES POND (GNP)",NA,11,3,0.27,45.806939,-70.215539,-25,0.05,-5,0.416
"1980-03-02",1181,"CRAWFORD POND (GNP)",NA,9.5,2,0.21,45.624547,-69.137902,-15.5,-0.11,-6,0.416
"1980-03-02",1271,"HURD POND (GNP)",NA,5,1,0.2,45.793743,-69.003281,-10,-0.13,-4,0.416
"1980-03-02",1157,"MILLINOCKET (GNP)",NA,8.5,1.5,0.18,45.641869,-68.713928,-7.5,-0.2,-4.5,0.416
"1980-03-02",1383,"LONG POND (PENOBSCOT) (GNP)",NA,9,2,0.22,45.961238,-70.164872,-13,-0.1,-5,0.416
"1980-03-02",1277,"PENOBSCOT LAKE (GNP)",NA,13,3.5,0.27,45.917281,-70.224534,-12,-0.03,-4,0.416
"1980-03-02",1276,"RUSSELL POND/RUSSELL STREAM (GNP)",NA,16,3.5,0.22,46.086952,-69.818367,-18,-0.01,-4.5,0.416
"1980-03-02",1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,7,1.5,0.21,45.910439,-69.185211,-9,-0.17,-4.5,0.416
"1980-03-02",1279,"LOBSTER LAKE (GNP)",NA,5,1,0.2,45.874017,-69.519814,-18,-0.1,-6,0.416
"1980-03-13",1181,"CRAWFORD POND (GNP)",NA,17,3.5,0.21,45.624547,-69.137902,7.5,0,1.5,0.746
"1980-03-13",1270,"MILLINOCKET LAKE (GNP)",NA,16,3.5,0.22,45.712209,-68.82373,8,0.03,2,0.746
"1980-03-13",1383,"LONG POND (PENOBSCOT) (GNP)",NA,17,3.5,0.21,45.961238,-70.164872,8,-0.01,1.5,0.746
"1980-03-13",1275,"CAUCOMGOMOC LAKE (GNP)",NA,20,4,0.2,46.207042,-69.623543,6,-0.05,0.5,0.746
"1980-03-13",1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,15,3,0.2,45.910439,-69.185211,8,-0.00999999999999998,1.5,0.746
"1980-03-13",1276,"RUSSELL POND/RUSSELL STREAM (GNP)",NA,21,4.5,0.21,46.086952,-69.818367,5,-0.01,1,0.746
"1980-03-13",1277,"PENOBSCOT LAKE (GNP)",NA,22,5,0.23,45.917281,-70.224534,9,-0.04,1.5,0.746
"1980-03-13",1157,"MILLINOCKET (GNP)",NA,15,3.5,0.23,45.641869,-68.713928,6.5,0.05,2,0.746
"1980-03-13",1271,"HURD POND (GNP)",NA,9,2,0.22,45.793743,-69.003281,4,0.02,1,0.746
"1980-03-13",1284,"UMBAZOOKSUS LAKE (GNP)",NA,15,3.5,0.23,46.16007,-69.375427,6,0.01,1.5,0.746
"1980-03-13",1279,"LOBSTER LAKE (GNP)",NA,10,2,0.2,45.874017,-69.519814,5,0,1,0.746
"1980-03-13",1280,"RAGGED LAKE (GNP)",NA,14,3,0.21,45.844467,-69.3927,5.5,-0.02,1,0.746
"1980-03-13",1278,"JONES POND (GNP)",NA,17,4,0.23,45.806939,-70.215539,6,-0.04,1,0.746
"1980-03-13",1273,"SOURDNAHUNK LAKE (GNP)",NA,16,3,0.19,46.031769,-69.08239,6.5,-0.02,1,0.746
"1980-03-15",1027,"ERROL/ERROL DAM (UWP)",NA,25,4.2,0.17,44.7868,-71.13144,15,0.03,2.8,0.476
"1980-03-15",1017,"MEDWAY (BH)",NA,12.12,2.27,0.19,45.609351,-68.545196,3.49,0.05,1.07,0.476
"1980-03-15",1398,"HEDGEHOG MOUNTAIN/CHAPMAN A (MPSC)",NA,28,9.5,0.34,46.62001,-68.199997,14.2,0.14,6.7,0.476
"1980-03-15",1018,"AMHERST (BH)",NA,9.5,2.15,0.23,44.830908,-68.448707,-1.63,0.1,0.75,0.476
"1980-03-15",1224,"WEST SEBOEIS/LONG A (BH)",NA,18.9,3.52,0.19,45.516348,-68.921631,9.1,0.07,2.32,0.476
"1980-03-15",1336,"SQUA PAN (D) (MPSC)",NA,20,7.5,0.38,46.549984,-68.320219,9,0.16,5.1,0.476
"1980-03-15",1223,"DEDHAM (BH)",NA,7.78,2.12,0.27,44.640618,-68.555763,-2.33,0.13,0.72,0.476
"1980-03-15",1285,"WEST ENFIELD (BH)",NA,11.8,2.56,0.22,45.251102,-68.642609,3.92,0.07,1.36,0.476
"1980-03-15",1031,"UPPER DAM (UWP)",NA,20,3.6,0.18,44.883761,-70.862954,10,0.04,2.2,0.476
"1980-03-15",1030,"MIDDLE DAM (UWP)",NA,19,3.2,0.17,44.778711,-70.923104,12,-0.02,1.9,0.476
"1980-03-15",1335,"SQUA PAN (C) (MPSC)",NA,21.5,7.3,0.34,46.549984,-68.320219,7.2,0.1,3.9,0.476
"1980-03-15",1028,"AZISCOHOS/AZISCOHOS DAM (UWP)",NA,22,4.2,0.19,44.945659,-70.997712,10,0.02,2.2,0.476
"1980-03-15",1197,"TELOS (BH)",NA,17.8,2.62,0.15,46.14337,-69.124108,8.5,0.08,2.01,0.476
"1980-03-15",1399,"HEDGEHOG MOUNTAIN/CHAPMAN B (MPSC)",NA,25,8,0.32,46.620008,-68.18,10.5,0.09,4.6,0.476
"1980-03-17",1047,"BRASSUA (KWP)",NA,16.5,3.4,0.21,45.656509,-69.8107,-4.8,-0.16,-4.5,-0.116
"1980-03-17",1297,"MUSQUACOOK",NA,18,2.5,0.14,46.605428,-69.136872,5,-0.03,0.3,-0.116
"1980-03-17",1001,"ROCKWOOD (KWP)",NA,16.9,3.57,0.21,45.67801,-69.758911,-8,-0.13,-4.82,-0.116
"1980-03-17",1292,"KOKADJO (KWP)",NA,14.6,3.02,0.21,45.654487,-69.464531,-8.1,-0.13,-4.74,-0.116
"1980-03-17",1022,"FORT KENT",NA,24,6.9,0.29,47.236798,-68.581322,5.3,0.22,5.6,-0.116
"1980-03-17",1382,"LONG POND (KENNEBEC) (KWP)",NA,15.4,3.39,0.22,45.620179,-70.112702,-12.3,-0.12,-6.01,-0.116
"1980-03-17",1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,18.8,3.86,0.2,45.465157,-69.628472,-11.7,-0.11,-5.68,-0.116
"1980-03-17",1036,"JACKMAN/JACKMAN STATION (KWP)",1560,19.7,4.09,0.21,45.61838,-70.24965,-14.4,-0.11,-6.64,-0.116
"1980-03-17",1037,"PARLIN POND (KWP)",NA,18.7,3.64,0.2,45.484309,-70.0674,-15.6,-0.11,-7.06,-0.116
"1980-03-17",1013,"MOOSEHEAD (KWP)",NA,15,2.87,0.19,45.583831,-69.725289,-5.6,-0.18,-4.7,-0.116
"1980-03-17",1291,"SMILEY HILL (KWP)",NA,18.8,4.11,0.22,45.608148,-69.954163,-7.4,-0.13,-4.95,-0.116
"1980-03-17",1178,"DAAQUAM (QUEBEC)",NA,23,4.5,0.2,46.600007,-70.080002,4,0.01,0.9,-0.116
"1980-03-17",1038,"ALLAGASH",NA,27,6.5,0.24,47.07559,-69.070892,8,0.17,5.1,-0.116
